date,services_inflation
2023-12-19,173.1
2023-12-20,173.1
2023-12-21,173.1
2023-12-22,173.1
2023-12-23,173.1
2023-12-24,173.1
2023-12-25,173.1
2023-12-26,173.1
2023-12-27,173.1
2023-12-28,173.1
2023-12-29,173.1
2023-12-30,173.1
2023-12-31,173.1
2024-01-01,173.1
2024-01-02,173.1
2024-01-03,173.1
2024-01-04,173.1
2024-01-05,173.1
2024-01-06,173.1
2024-01-07,173.1
2024-01-08,173.1
2024-01-09,173.1
2024-01-10,173.1
2024-01-11,173.1
2024-01-12,173.1
2024-01-13,173.1
2024-01-14,173.1
2024-01-15,173.1
2024-01-16,173.1
2024-01-17,173.1
2024-01-18,173.1
2024-01-19,173.1
2024-01-20,173.1
2024-01-21,173.1
2024-01-22,173.1
2024-01-23,173.1
2024-01-24,173.1
2024-01-25,173.1
2024-01-26,173.1
2024-01-27,173.1
2024-01-28,173.1
2024-01-29,173.1
2024-01-30,173.1
2024-01-31,173.1
2024-02-01,173.8
2024-02-02,173.8
2024-02-03,173.8
2024-02-04,173.8
2024-02-05,173.8
2024-02-06,173.8
2024-02-07,173.8
2024-02-08,173.8
2024-02-09,173.8
2024-02-10,173.8
2024-02-11,173.8
2024-02-12,173.8
2024-02-13,173.8
2024-02-14,173.8
2024-02-15,173.8
2024-02-16,173.8
2024-02-17,173.8
2024-02-18,173.8
2024-02-19,173.8
2024-02-20,173.8
2024-02-21,173.8
2024-02-22,173.8
2024-02-23,173.8
2024-02-24,173.8
2024-02-25,173.8
2024-02-26,173.8
2024-02-27,173.8
2024-02-28,173.8
2024-02-29,173.8
2024-03-01,173.8
2024-03-02,173.8
2024-03-03,173.8
2024-03-04,173.8
2024-03-05,173.8
2024-03-06,173.8
2024-03-07,173.8
2024-03-08,173.8
2024-03-09,173.8
2024-03-10,173.8
2024-03-11,173.8
2024-03-12,173.8
2024-03-13,173.8
2024-03-14,173.8
2024-03-15,173.8
2024-03-16,173.8
2024-03-17,173.8
2024-03-18,173.8
2024-03-19,173.8
2024-03-20,173.8
2024-03-21,173.8
2024-03-22,173.8
2024-03-23,173.8
2024-03-24,173.8
2024-03-25,173.8
2024-03-26,173.8
2024-03-27,173.8
2024-03-28,173.8
2024-03-29,173.8
2024-03-30,173.8
2024-03-31,173.8
2024-04-01,173.5
