date,goods_inflation
2021-04-04,126.8
2021-04-05,126.8
2021-04-06,126.8
2021-04-07,126.8
2021-04-08,126.8
2021-04-09,126.8
2021-04-10,126.8
2021-04-11,126.8
2021-04-12,126.8
2021-04-13,126.8
2021-04-14,126.8
2021-04-15,126.8
2021-04-16,126.8
2021-04-17,126.8
2021-04-18,126.8
2021-04-19,126.8
2021-04-20,126.8
2021-04-21,126.8
2021-04-22,126.8
2021-04-23,126.8
2021-04-24,126.8
2021-04-25,126.8
2021-04-26,126.8
2021-04-27,126.8
2021-04-28,126.8
2021-04-29,126.8
2021-04-30,126.8
2021-05-01,127.9
2021-05-02,127.9
2021-05-03,127.9
2021-05-04,127.9
2021-05-05,127.9
2021-05-06,127.9
2021-05-07,127.9
2021-05-08,127.9
2021-05-09,127.9
2021-05-10,127.9
2021-05-11,127.9
2021-05-12,127.9
2021-05-13,127.9
2021-05-14,127.9
2021-05-15,127.9
2021-05-16,127.9
2021-05-17,127.9
2021-05-18,127.9
2021-05-19,127.9
2021-05-20,127.9
2021-05-21,127.9
2021-05-22,127.9
2021-05-23,127.9
2021-05-24,127.9
2021-05-25,127.9
2021-05-26,127.9
2021-05-27,127.9
2021-05-28,127.9
2021-05-29,127.9
2021-05-30,127.9
2021-05-31,127.9
2021-06-01,128.1
2021-06-02,128.1
2021-06-03,128.1
2021-06-04,128.1
2021-06-05,128.1
2021-06-06,128.1
2021-06-07,128.1
2021-06-08,128.1
2021-06-09,128.1
2021-06-10,128.1
2021-06-11,128.1
2021-06-12,128.1
2021-06-13,128.1
2021-06-14,128.1
2021-06-15,128.1
2021-06-16,128.1
2021-06-17,128.1
2021-06-18,128.1
2021-06-19,128.1
2021-06-20,128.1
2021-06-21,128.1
2021-06-22,128.1
2021-06-23,128.1
2021-06-24,128.1
2021-06-25,128.1
2021-06-26,128.1
2021-06-27,128.1
2021-06-28,128.1
2021-06-29,128.1
2021-06-30,128.1
2021-07-01,129.1
2021-07-02,129.1
2021-07-03,129.1
2021-07-04,129.1
2021-07-05,129.1
2021-07-06,129.1
2021-07-07,129.1
2021-07-08,129.1
2021-07-09,129.1
2021-07-10,129.1
2021-07-11,129.1
2021-07-12,129.1
2021-07-13,129.1
2021-07-14,129.1
2021-07-15,129.1
2021-07-16,129.1
2021-07-17,129.1
2021-07-18,129.1
2021-07-19,129.1
2021-07-20,129.1
2021-07-21,129.1
2021-07-22,129.1
2021-07-23,129.1
2021-07-24,129.1
2021-07-25,129.1
2021-07-26,129.1
2021-07-27,129.1
2021-07-28,129.1
2021-07-29,129.1
2021-07-30,129.1
2021-07-31,129.1
2021-08-01,129.4
2021-08-02,129.4
2021-08-03,129.4
2021-08-04,129.4
2021-08-05,129.4
2021-08-06,129.4
2021-08-07,129.4
2021-08-08,129.4
2021-08-09,129.4
2021-08-10,129.4
2021-08-11,129.4
2021-08-12,129.4
2021-08-13,129.4
2021-08-14,129.4
2021-08-15,129.4
2021-08-16,129.4
2021-08-17,129.4
2021-08-18,129.4
2021-08-19,129.4
2021-08-20,129.4
2021-08-21,129.4
2021-08-22,129.4
2021-08-23,129.4
2021-08-24,129.4
2021-08-25,129.4
2021-08-26,129.4
2021-08-27,129.4
2021-08-28,129.4
2021-08-29,129.4
2021-08-30,129.4
2021-08-31,129.4
2021-09-01,129.6
2021-09-02,129.6
2021-09-03,129.6
2021-09-04,129.6
2021-09-05,129.6
2021-09-06,129.6
2021-09-07,129.6
2021-09-08,129.6
2021-09-09,129.6
2021-09-10,129.6
2021-09-11,129.6
2021-09-12,129.6
2021-09-13,129.6
2021-09-14,129.6
2021-09-15,129.6
2021-09-16,129.6
2021-09-17,129.6
2021-09-18,129.6
2021-09-19,129.6
2021-09-20,129.6
2021-09-21,129.6
2021-09-22,129.6
2021-09-23,129.6
2021-09-24,129.6
2021-09-25,129.6
2021-09-26,129.6
2021-09-27,129.6
2021-09-28,129.6
2021-09-29,129.6
2021-09-30,129.6
2021-10-01,130.9
2021-10-02,130.9
2021-10-03,130.9
2021-10-04,130.9
2021-10-05,130.9
2021-10-06,130.9
2021-10-07,130.9
2021-10-08,130.9
2021-10-09,130.9
2021-10-10,130.9
2021-10-11,130.9
2021-10-12,130.9
2021-10-13,130.9
2021-10-14,130.9
2021-10-15,130.9
2021-10-16,130.9
2021-10-17,130.9
2021-10-18,130.9
2021-10-19,130.9
2021-10-20,130.9
2021-10-21,130.9
2021-10-22,130.9
2021-10-23,130.9
2021-10-24,130.9
2021-10-25,130.9
2021-10-26,130.9
2021-10-27,130.9
2021-10-28,130.9
2021-10-29,130.9
2021-10-30,130.9
2021-10-31,130.9
2021-11-01,131.7
2021-11-02,131.7
2021-11-03,131.7
2021-11-04,131.7
2021-11-05,131.7
2021-11-06,131.7
2021-11-07,131.7
2021-11-08,131.7
2021-11-09,131.7
2021-11-10,131.7
2021-11-11,131.7
2021-11-12,131.7
2021-11-13,131.7
2021-11-14,131.7
2021-11-15,131.7
2021-11-16,131.7
2021-11-17,131.7
2021-11-18,131.7
2021-11-19,131.7
2021-11-20,131.7
2021-11-21,131.7
2021-11-22,131.7
2021-11-23,131.7
2021-11-24,131.7
2021-11-25,131.7
2021-11-26,131.7
2021-11-27,131.7
2021-11-28,131.7
2021-11-29,131.7
2021-11-30,131.7
2021-12-01,130.8
2021-12-02,130.8
2021-12-03,130.8
2021-12-04,130.8
2021-12-05,130.8
2021-12-06,130.8
2021-12-07,130.8
2021-12-08,130.8
2021-12-09,130.8
2021-12-10,130.8
2021-12-11,130.8
2021-12-12,130.8
2021-12-13,130.8
2021-12-14,130.8
2021-12-15,130.8
2021-12-16,130.8
2021-12-17,130.8
2021-12-18,130.8
2021-12-19,130.8
2021-12-20,130.8
2021-12-21,130.8
2021-12-22,130.8
2021-12-23,130.8
2021-12-24,130.8
2021-12-25,130.8
2021-12-26,130.8
2021-12-27,130.8
2021-12-28,130.8
2021-12-29,130.8
2021-12-30,130.8
2021-12-31,130.8
2022-01-01,132.7
2022-01-02,132.7
2022-01-03,132.7
2022-01-04,132.7
2022-01-05,132.7
2022-01-06,132.7
2022-01-07,132.7
2022-01-08,132.7
2022-01-09,132.7
2022-01-10,132.7
2022-01-11,132.7
2022-01-12,132.7
2022-01-13,132.7
2022-01-14,132.7
2022-01-15,132.7
2022-01-16,132.7
2022-01-17,132.7
2022-01-18,132.7
2022-01-19,132.7
2022-01-20,132.7
2022-01-21,132.7
2022-01-22,132.7
2022-01-23,132.7
2022-01-24,132.7
2022-01-25,132.7
2022-01-26,132.7
2022-01-27,132.7
2022-01-28,132.7
2022-01-29,132.7
2022-01-30,132.7
2022-01-31,132.7
2022-02-01,134.7
2022-02-02,134.7
2022-02-03,134.7
2022-02-04,134.7
2022-02-05,134.7
2022-02-06,134.7
2022-02-07,134.7
2022-02-08,134.7
2022-02-09,134.7
2022-02-10,134.7
2022-02-11,134.7
2022-02-12,134.7
2022-02-13,134.7
2022-02-14,134.7
2022-02-15,134.7
2022-02-16,134.7
2022-02-17,134.7
2022-02-18,134.7
2022-02-19,134.7
2022-02-20,134.7
2022-02-21,134.7
2022-02-22,134.7
2022-02-23,134.7
2022-02-24,134.7
2022-02-25,134.7
2022-02-26,134.7
2022-02-27,134.7
2022-02-28,134.7
2022-03-01,137.8
2022-03-02,137.8
2022-03-03,137.8
2022-03-04,137.8
2022-03-05,137.8
2022-03-06,137.8
2022-03-07,137.8
2022-03-08,137.8
2022-03-09,137.8
2022-03-10,137.8
2022-03-11,137.8
2022-03-12,137.8
2022-03-13,137.8
2022-03-14,137.8
2022-03-15,137.8
2022-03-16,137.8
2022-03-17,137.8
2022-03-18,137.8
2022-03-19,137.8
2022-03-20,137.8
2022-03-21,137.8
2022-03-22,137.8
2022-03-23,137.8
2022-03-24,137.8
2022-03-25,137.8
2022-03-26,137.8
2022-03-27,137.8
2022-03-28,137.8
2022-03-29,137.8
2022-03-30,137.8
2022-03-31,137.8
2022-04-01,138.3
2022-04-02,138.3
2022-04-03,138.3
2022-04-04,138.3
2022-04-05,138.3
2022-04-06,138.3
2022-04-07,138.3
2022-04-08,138.3
2022-04-09,138.3
2022-04-10,138.3
2022-04-11,138.3
2022-04-12,138.3
2022-04-13,138.3
2022-04-14,138.3
2022-04-15,138.3
2022-04-16,138.3
2022-04-17,138.3
2022-04-18,138.3
2022-04-19,138.3
2022-04-20,138.3
2022-04-21,138.3
2022-04-22,138.3
2022-04-23,138.3
2022-04-24,138.3
2022-04-25,138.3
2022-04-26,138.3
2022-04-27,138.3
2022-04-28,138.3
2022-04-29,138.3
2022-04-30,138.3
2022-05-01,141.2
2022-05-02,141.2
2022-05-03,141.2
2022-05-04,141.2
2022-05-05,141.2
2022-05-06,141.2
2022-05-07,141.2
2022-05-08,141.2
2022-05-09,141.2
2022-05-10,141.2
2022-05-11,141.2
2022-05-12,141.2
2022-05-13,141.2
2022-05-14,141.2
2022-05-15,141.2
2022-05-16,141.2
2022-05-17,141.2
2022-05-18,141.2
2022-05-19,141.2
2022-05-20,141.2
2022-05-21,141.2
2022-05-22,141.2
2022-05-23,141.2
2022-05-24,141.2
2022-05-25,141.2
2022-05-26,141.2
2022-05-27,141.2
2022-05-28,141.2
2022-05-29,141.2
2022-05-30,141.2
2022-05-31,141.2
2022-06-01,142.4
2022-06-02,142.4
2022-06-03,142.4
2022-06-04,142.4
2022-06-05,142.4
2022-06-06,142.4
2022-06-07,142.4
2022-06-08,142.4
2022-06-09,142.4
2022-06-10,142.4
2022-06-11,142.4
2022-06-12,142.4
2022-06-13,142.4
2022-06-14,142.4
2022-06-15,142.4
2022-06-16,142.4
2022-06-17,142.4
2022-06-18,142.4
2022-06-19,142.4
2022-06-20,142.4
2022-06-21,142.4
2022-06-22,142.4
2022-06-23,142.4
2022-06-24,142.4
2022-06-25,142.4
2022-06-26,142.4
2022-06-27,142.4
2022-06-28,142.4
2022-06-29,142.4
2022-06-30,142.4
2022-07-01,141.5
2022-07-02,141.5
2022-07-03,141.5
2022-07-04,141.5
2022-07-05,141.5
2022-07-06,141.5
2022-07-07,141.5
2022-07-08,141.5
2022-07-09,141.5
2022-07-10,141.5
2022-07-11,141.5
2022-07-12,141.5
2022-07-13,141.5
2022-07-14,141.5
2022-07-15,141.5
2022-07-16,141.5
2022-07-17,141.5
2022-07-18,141.5
2022-07-19,141.5
2022-07-20,141.5
2022-07-21,141.5
2022-07-22,141.5
2022-07-23,141.5
2022-07-24,141.5
2022-07-25,141.5
2022-07-26,141.5
2022-07-27,141.5
2022-07-28,141.5
2022-07-29,141.5
2022-07-30,141.5
2022-07-31,141.5
2022-08-01,140.4
2022-08-02,140.4
2022-08-03,140.4
2022-08-04,140.4
2022-08-05,140.4
2022-08-06,140.4
2022-08-07,140.4
2022-08-08,140.4
2022-08-09,140.4
2022-08-10,140.4
2022-08-11,140.4
2022-08-12,140.4
2022-08-13,140.4
2022-08-14,140.4
2022-08-15,140.4
2022-08-16,140.4
2022-08-17,140.4
2022-08-18,140.4
2022-08-19,140.4
2022-08-20,140.4
2022-08-21,140.4
2022-08-22,140.4
2022-08-23,140.4
2022-08-24,140.4
2022-08-25,140.4
2022-08-26,140.4
2022-08-27,140.4
2022-08-28,140.4
2022-08-29,140.4
2022-08-30,140.4
2022-08-31,140.4
2022-09-01,140.2
2022-09-02,140.2
2022-09-03,140.2
2022-09-04,140.2
2022-09-05,140.2
2022-09-06,140.2
2022-09-07,140.2
2022-09-08,140.2
2022-09-09,140.2
2022-09-10,140.2
2022-09-11,140.2
2022-09-12,140.2
2022-09-13,140.2
2022-09-14,140.2
2022-09-15,140.2
2022-09-16,140.2
2022-09-17,140.2
2022-09-18,140.2
2022-09-19,140.2
2022-09-20,140.2
2022-09-21,140.2
2022-09-22,140.2
2022-09-23,140.2
2022-09-24,140.2
2022-09-25,140.2
2022-09-26,140.2
2022-09-27,140.2
2022-09-28,140.2
2022-09-29,140.2
2022-09-30,140.2
2022-10-01,141.9
2022-10-02,141.9
2022-10-03,141.9
2022-10-04,141.9
2022-10-05,141.9
2022-10-06,141.9
2022-10-07,141.9
2022-10-08,141.9
2022-10-09,141.9
2022-10-10,141.9
2022-10-11,141.9
2022-10-12,141.9
2022-10-13,141.9
2022-10-14,141.9
2022-10-15,141.9
2022-10-16,141.9
2022-10-17,141.9
2022-10-18,141.9
2022-10-19,141.9
2022-10-20,141.9
2022-10-21,141.9
2022-10-22,141.9
2022-10-23,141.9
2022-10-24,141.9
2022-10-25,141.9
2022-10-26,141.9
2022-10-27,141.9
2022-10-28,141.9
2022-10-29,141.9
2022-10-30,141.9
2022-10-31,141.9
2022-11-01,142.2
2022-11-02,142.2
2022-11-03,142.2
2022-11-04,142.2
2022-11-05,142.2
2022-11-06,142.2
2022-11-07,142.2
2022-11-08,142.2
2022-11-09,142.2
2022-11-10,142.2
2022-11-11,142.2
2022-11-12,142.2
2022-11-13,142.2
2022-11-14,142.2
2022-11-15,142.2
2022-11-16,142.2
2022-11-17,142.2
2022-11-18,142.2
2022-11-19,142.2
2022-11-20,142.2
2022-11-21,142.2
2022-11-22,142.2
2022-11-23,142.2
2022-11-24,142.2
2022-11-25,142.2
2022-11-26,142.2
2022-11-27,142.2
2022-11-28,142.2
2022-11-29,142.2
2022-11-30,142.2
2022-12-01,139.8
2022-12-02,139.8
2022-12-03,139.8
2022-12-04,139.8
2022-12-05,139.8
2022-12-06,139.8
2022-12-07,139.8
2022-12-08,139.8
2022-12-09,139.8
2022-12-10,139.8
2022-12-11,139.8
2022-12-12,139.8
2022-12-13,139.8
2022-12-14,139.8
2022-12-15,139.8
2022-12-16,139.8
2022-12-17,139.8
2022-12-18,139.8
2022-12-19,139.8
2022-12-20,139.8
2022-12-21,139.8
2022-12-22,139.8
2022-12-23,139.8
2022-12-24,139.8
2022-12-25,139.8
2022-12-26,139.8
2022-12-27,139.8
2022-12-28,139.8
2022-12-29,139.8
2022-12-30,139.8
2022-12-31,139.8
2023-01-01,141.2
2023-01-02,141.2
2023-01-03,141.2
2023-01-04,141.2
2023-01-05,141.2
2023-01-06,141.2
2023-01-07,141.2
2023-01-08,141.2
2023-01-09,141.2
2023-01-10,141.2
2023-01-11,141.2
2023-01-12,141.2
2023-01-13,141.2
2023-01-14,141.2
2023-01-15,141.2
2023-01-16,141.2
2023-01-17,141.2
2023-01-18,141.2
2023-01-19,141.2
2023-01-20,141.2
2023-01-21,141.2
2023-01-22,141.2
2023-01-23,141.2
2023-01-24,141.2
2023-01-25,141.2
2023-01-26,141.2
2023-01-27,141.2
2023-01-28,141.2
2023-01-29,141.2
2023-01-30,141.2
2023-01-31,141.2
2023-02-01,141.8
2023-02-02,141.8
2023-02-03,141.8
2023-02-04,141.8
2023-02-05,141.8
2023-02-06,141.8
2023-02-07,141.8
2023-02-08,141.8
2023-02-09,141.8
2023-02-10,141.8
2023-02-11,141.8
2023-02-12,141.8
2023-02-13,141.8
2023-02-14,141.8
2023-02-15,141.8
2023-02-16,141.8
2023-02-17,141.8
2023-02-18,141.8
2023-02-19,141.8
2023-02-20,141.8
2023-02-21,141.8
2023-02-22,141.8
2023-02-23,141.8
2023-02-24,141.8
2023-02-25,141.8
2023-02-26,141.8
2023-02-27,141.8
2023-02-28,141.8
2023-03-01,142.7
2023-03-02,142.7
2023-03-03,142.7
2023-03-04,142.7
2023-03-05,142.7
2023-03-06,142.7
2023-03-07,142.7
2023-03-08,142.7
2023-03-09,142.7
2023-03-10,142.7
2023-03-11,142.7
2023-03-12,142.7
2023-03-13,142.7
2023-03-14,142.7
2023-03-15,142.7
2023-03-16,142.7
2023-03-17,142.7
2023-03-18,142.7
2023-03-19,142.7
2023-03-20,142.7
2023-03-21,142.7
2023-03-22,142.7
2023-03-23,142.7
2023-03-24,142.7
2023-03-25,142.7
2023-03-26,142.7
2023-03-27,142.7
2023-03-28,142.7
2023-03-29,142.7
2023-03-30,142.7
2023-03-31,142.7
2023-04-01,143.9
2023-04-02,143.9
2023-04-03,143.9
2023-04-04,143.9
2023-04-05,143.9
2023-04-06,143.9
2023-04-07,143.9
2023-04-08,143.9
2023-04-09,143.9
2023-04-10,143.9
2023-04-11,143.9
2023-04-12,143.9
2023-04-13,143.9
2023-04-14,143.9
2023-04-15,143.9
2023-04-16,143.9
2023-04-17,143.9
2023-04-18,143.9
2023-04-19,143.9
2023-04-20,143.9
2023-04-21,143.9
2023-04-22,143.9
2023-04-23,143.9
2023-04-24,143.9
2023-04-25,143.9
2023-04-26,143.9
2023-04-27,143.9
2023-04-28,143.9
2023-04-29,143.9
2023-04-30,143.9
2023-05-01,144.1
2023-05-02,144.1
2023-05-03,144.1
2023-05-04,144.1
2023-05-05,144.1
2023-05-06,144.1
2023-05-07,144.1
2023-05-08,144.1
2023-05-09,144.1
2023-05-10,144.1
2023-05-11,144.1
2023-05-12,144.1
2023-05-13,144.1
2023-05-14,144.1
2023-05-15,144.1
2023-05-16,144.1
2023-05-17,144.1
2023-05-18,144.1
2023-05-19,144.1
2023-05-20,144.1
2023-05-21,144.1
2023-05-22,144.1
2023-05-23,144.1
2023-05-24,144.1
2023-05-25,144.1
2023-05-26,144.1
2023-05-27,144.1
2023-05-28,144.1
2023-05-29,144.1
2023-05-30,144.1
2023-05-31,144.1
2023-06-01,144.4
2023-06-02,144.4
2023-06-03,144.4
2023-06-04,144.4
2023-06-05,144.4
2023-06-06,144.4
2023-06-07,144.4
2023-06-08,144.4
2023-06-09,144.4
2023-06-10,144.4
2023-06-11,144.4
2023-06-12,144.4
2023-06-13,144.4
2023-06-14,144.4
2023-06-15,144.4
2023-06-16,144.4
2023-06-17,144.4
2023-06-18,144.4
2023-06-19,144.4
2023-06-20,144.4
2023-06-21,144.4
2023-06-22,144.4
2023-06-23,144.4
2023-06-24,144.4
2023-06-25,144.4
2023-06-26,144.4
2023-06-27,144.4
2023-06-28,144.4
2023-06-29,144.4
2023-06-30,144.4
2023-07-01,144.7
2023-07-02,144.7
2023-07-03,144.7
2023-07-04,144.7
2023-07-05,144.7
2023-07-06,144.7
2023-07-07,144.7
2023-07-08,144.7
2023-07-09,144.7
2023-07-10,144.7
2023-07-11,144.7
2023-07-12,144.7
2023-07-13,144.7
2023-07-14,144.7
2023-07-15,144.7
2023-07-16,144.7
2023-07-17,144.7
2023-07-18,144.7
2023-07-19,144.7
2023-07-20,144.7
2023-07-21,144.7
2023-07-22,144.7
2023-07-23,144.7
2023-07-24,144.7
2023-07-25,144.7
2023-07-26,144.7
2023-07-27,144.7
2023-07-28,144.7
2023-07-29,144.7
2023-07-30,144.7
2023-07-31,144.7
2023-08-01,145.6
2023-08-02,145.6
2023-08-03,145.6
2023-08-04,145.6
2023-08-05,145.6
2023-08-06,145.6
2023-08-07,145.6
2023-08-08,145.6
2023-08-09,145.6
2023-08-10,145.6
2023-08-11,145.6
2023-08-12,145.6
2023-08-13,145.6
2023-08-14,145.6
2023-08-15,145.6
2023-08-16,145.6
2023-08-17,145.6
2023-08-18,145.6
2023-08-19,145.6
2023-08-20,145.6
2023-08-21,145.6
2023-08-22,145.6
2023-08-23,145.6
2023-08-24,145.6
2023-08-25,145.6
2023-08-26,145.6
2023-08-27,145.6
2023-08-28,145.6
2023-08-29,145.6
2023-08-30,145.6
2023-08-31,145.6
2023-09-01,145.2
2023-09-02,145.2
2023-09-03,145.2
2023-09-04,145.2
2023-09-05,145.2
2023-09-06,145.2
2023-09-07,145.2
2023-09-08,145.2
2023-09-09,145.2
2023-09-10,145.2
2023-09-11,145.2
2023-09-12,145.2
2023-09-13,145.2
2023-09-14,145.2
2023-09-15,145.2
2023-09-16,145.2
2023-09-17,145.2
2023-09-18,145.2
2023-09-19,145.2
2023-09-20,145.2
2023-09-21,145.2
2023-09-22,145.2
2023-09-23,145.2
2023-09-24,145.2
2023-09-25,145.2
2023-09-26,145.2
2023-09-27,145.2
2023-09-28,145.2
2023-09-29,145.2
2023-09-30,145.2
2023-10-01,144.1
2023-10-02,144.1
2023-10-03,144.1
2023-10-04,144.1
2023-10-05,144.1
2023-10-06,144.1
2023-10-07,144.1
2023-10-08,144.1
2023-10-09,144.1
2023-10-10,144.1
2023-10-11,144.1
2023-10-12,144.1
2023-10-13,144.1
2023-10-14,144.1
2023-10-15,144.1
2023-10-16,144.1
2023-10-17,144.1
2023-10-18,144.1
2023-10-19,144.1
2023-10-20,144.1
2023-10-21,144.1
2023-10-22,144.1
2023-10-23,144.1
2023-10-24,144.1
2023-10-25,144.1
2023-10-26,144.1
2023-10-27,144.1
2023-10-28,144.1
2023-10-29,144.1
2023-10-30,144.1
2023-10-31,144.1
2023-11-01,144.2
2023-11-02,144.2
2023-11-03,144.2
2023-11-04,144.2
2023-11-05,144.2
2023-11-06,144.2
2023-11-07,144.2
2023-11-08,144.2
2023-11-09,144.2
2023-11-10,144.2
2023-11-11,144.2
2023-11-12,144.2
2023-11-13,144.2
2023-11-14,144.2
2023-11-15,144.2
2023-11-16,144.2
2023-11-17,144.2
2023-11-18,144.2
2023-11-19,144.2
2023-11-20,144.2
2023-11-21,144.2
2023-11-22,144.2
2023-11-23,144.2
2023-11-24,144.2
2023-11-25,144.2
2023-11-26,144.2
2023-11-27,144.2
2023-11-28,144.2
2023-11-29,144.2
2023-11-30,144.2
2023-12-01,143.1
2023-12-02,143.1
2023-12-03,143.1
2023-12-04,143.1
2023-12-05,143.1
2023-12-06,143.1
2023-12-07,143.1
2023-12-08,143.1
2023-12-09,143.1
2023-12-10,143.1
2023-12-11,143.1
2023-12-12,143.1
2023-12-13,143.1
2023-12-14,143.1
2023-12-15,143.1
2023-12-16,143.1
2023-12-17,143.1
2023-12-18,143.1
2023-12-19,143.1
2023-12-20,143.1
2023-12-21,143.1
2023-12-22,143.1
2023-12-23,143.1
2023-12-24,143.1
2023-12-25,143.1
2023-12-26,143.1
2023-12-27,143.1
2023-12-28,143.1
2023-12-29,143.1
2023-12-30,143.1
2023-12-31,143.1
2024-01-01,143.1
2024-01-02,143.1
2024-01-03,143.1
2024-01-04,143.1
2024-01-05,143.1
2024-01-06,143.1
2024-01-07,143.1
2024-01-08,143.1
2024-01-09,143.1
2024-01-10,143.1
2024-01-11,143.1
2024-01-12,143.1
2024-01-13,143.1
2024-01-14,143.1
2024-01-15,143.1
2024-01-16,143.1
2024-01-17,143.1
2024-01-18,143.1
2024-01-19,143.1
2024-01-20,143.1
2024-01-21,143.1
2024-01-22,143.1
2024-01-23,143.1
2024-01-24,143.1
2024-01-25,143.1
2024-01-26,143.1
2024-01-27,143.1
2024-01-28,143.1
2024-01-29,143.1
2024-01-30,143.1
2024-01-31,143.1
2024-02-01,143.5
2024-02-02,143.5
2024-02-03,143.5
2024-02-04,143.5
2024-02-05,143.5
2024-02-06,143.5
2024-02-07,143.5
2024-02-08,143.5
2024-02-09,143.5
2024-02-10,143.5
2024-02-11,143.5
2024-02-12,143.5
2024-02-13,143.5
2024-02-14,143.5
2024-02-15,143.5
2024-02-16,143.5
2024-02-17,143.5
2024-02-18,143.5
2024-02-19,143.5
2024-02-20,143.5
2024-02-21,143.5
2024-02-22,143.5
2024-02-23,143.5
2024-02-24,143.5
2024-02-25,143.5
2024-02-26,143.5
2024-02-27,143.5
2024-02-28,143.5
2024-02-29,143.5
2024-03-01,143.5
2024-03-02,143.5
2024-03-03,143.5
2024-03-04,143.5
2024-03-05,143.5
2024-03-06,143.5
2024-03-07,143.5
2024-03-08,143.5
2024-03-09,143.5
2024-03-10,143.5
2024-03-11,143.5
2024-03-12,143.5
2024-03-13,143.5
2024-03-14,143.5
2024-03-15,143.5
2024-03-16,143.5
2024-03-17,143.5
2024-03-18,143.5
2024-03-19,143.5
2024-03-20,143.5
2024-03-21,143.5
2024-03-22,143.5
2024-03-23,143.5
2024-03-24,143.5
2024-03-25,143.5
2024-03-26,143.5
2024-03-27,143.5
2024-03-28,143.5
2024-03-29,143.5
2024-03-30,143.5
2024-03-31,143.5
2024-04-01,144.0
