date,NASDAQCOM
2017-05-26,6210.19
2017-05-27,6210.19
2017-05-28,6210.19
2017-05-29,6210.19
2017-05-30,6203.19
2017-05-31,6198.52
2017-06-01,6246.83
2017-06-02,6305.8
2017-06-03,6305.8
2017-06-04,6305.8
2017-06-05,6295.68
2017-06-06,6275.06
2017-06-07,6297.38
2017-06-08,6321.76
2017-06-09,6207.92
2017-06-10,6207.92
2017-06-11,6207.92
2017-06-12,6175.46
2017-06-13,6220.37
2017-06-14,6194.89
2017-06-15,6165.5
2017-06-16,6151.76
2017-06-17,6151.76
2017-06-18,6151.76
2017-06-19,6239.01
2017-06-20,6188.03
2017-06-21,6233.95
2017-06-22,6236.69
2017-06-23,6265.25
2017-06-24,6265.25
2017-06-25,6265.25
2017-06-26,6247.15
2017-06-27,6146.62
2017-06-28,6234.41
2017-06-29,6144.35
2017-06-30,6140.42
2017-07-01,6140.42
2017-07-02,6140.42
2017-07-03,6110.06
2017-07-04,6110.06
2017-07-05,6150.86
2017-07-06,6089.46
2017-07-07,6153.08
2017-07-08,6153.08
2017-07-09,6153.08
2017-07-10,6176.39
2017-07-11,6193.3
2017-07-12,6261.17
2017-07-13,6274.44
2017-07-14,6312.47
2017-07-15,6312.47
2017-07-16,6312.47
2017-07-17,6314.43
2017-07-18,6344.31
2017-07-19,6385.04
2017-07-20,6390.0
2017-07-21,6387.75
2017-07-22,6387.75
2017-07-23,6387.75
2017-07-24,6410.81
2017-07-25,6412.17
2017-07-26,6422.75
2017-07-27,6382.19
2017-07-28,6374.68
2017-07-29,6374.68
2017-07-30,6374.68
2017-07-31,6348.12
2017-08-01,6362.94
2017-08-02,6362.65
2017-08-03,6340.34
2017-08-04,6351.56
2017-08-05,6351.56
2017-08-06,6351.56
2017-08-07,6383.77
2017-08-08,6370.46
2017-08-09,6352.33
2017-08-10,6216.87
2017-08-11,6256.56
2017-08-12,6256.56
2017-08-13,6256.56
2017-08-14,6340.23
2017-08-15,6333.01
2017-08-16,6345.11
2017-08-17,6221.91
2017-08-18,6216.53
2017-08-19,6216.53
2017-08-20,6216.53
2017-08-21,6213.13
2017-08-22,6297.48
2017-08-23,6278.41
2017-08-24,6271.33
2017-08-25,6265.64
2017-08-26,6265.64
2017-08-27,6265.64
2017-08-28,6283.02
2017-08-29,6301.89
2017-08-30,6368.31
2017-08-31,6428.66
2017-09-01,6435.33
2017-09-02,6435.33
2017-09-03,6435.33
2017-09-04,6435.33
2017-09-05,6375.57
2017-09-06,6393.31
2017-09-07,6397.87
2017-09-08,6360.19
2017-09-09,6360.19
2017-09-10,6360.19
2017-09-11,6432.26
2017-09-12,6454.28
2017-09-13,6460.19
2017-09-14,6429.08
2017-09-15,6448.47
2017-09-16,6448.47
2017-09-17,6448.47
2017-09-18,6454.64
2017-09-19,6461.32
2017-09-20,6456.04
2017-09-21,6422.69
2017-09-22,6426.92
2017-09-23,6426.92
2017-09-24,6426.92
2017-09-25,6370.59
2017-09-26,6380.16
2017-09-27,6453.26
2017-09-28,6453.45
2017-09-29,6495.96
2017-09-30,6495.96
2017-10-01,6495.96
2017-10-02,6516.72
2017-10-03,6531.71
2017-10-04,6534.63
2017-10-05,6585.36
2017-10-06,6590.18
2017-10-07,6590.18
2017-10-08,6590.18
2017-10-09,6579.73
2017-10-10,6587.25
2017-10-11,6603.55
2017-10-12,6591.51
2017-10-13,6605.8
2017-10-14,6605.8
2017-10-15,6605.8
2017-10-16,6624.0
2017-10-17,6623.66
2017-10-18,6624.22
2017-10-19,6605.07
2017-10-20,6629.05
2017-10-21,6629.05
2017-10-22,6629.05
2017-10-23,6586.83
2017-10-24,6598.43
2017-10-25,6563.89
2017-10-26,6556.77
2017-10-27,6701.26
2017-10-28,6701.26
2017-10-29,6701.26
2017-10-30,6698.96
2017-10-31,6727.67
2017-11-01,6716.53
2017-11-02,6714.94
2017-11-03,6764.44
2017-11-04,6764.44
2017-11-05,6764.44
2017-11-06,6786.44
2017-11-07,6767.78
2017-11-08,6789.12
2017-11-09,6750.05
2017-11-10,6750.94
2017-11-11,6750.94
2017-11-12,6750.94
2017-11-13,6757.6
2017-11-14,6737.87
2017-11-15,6706.21
2017-11-16,6793.29
2017-11-17,6782.79
2017-11-18,6782.79
2017-11-19,6782.79
2017-11-20,6790.71
2017-11-21,6862.48
2017-11-22,6867.36
2017-11-23,6867.36
2017-11-24,6889.16
2017-11-25,6889.16
2017-11-26,6889.16
2017-11-27,6878.52
2017-11-28,6912.36
2017-11-29,6824.39
2017-11-30,6873.97
2017-12-01,6847.59
2017-12-02,6847.59
2017-12-03,6847.59
2017-12-04,6775.37
2017-12-05,6762.21
2017-12-06,6776.38
2017-12-07,6812.84
2017-12-08,6840.08
2017-12-09,6840.08
2017-12-10,6840.08
2017-12-11,6875.08
2017-12-12,6862.32
2017-12-13,6875.8
2017-12-14,6856.53
2017-12-15,6936.58
2017-12-16,6936.58
2017-12-17,6936.58
2017-12-18,6994.76
2017-12-19,6963.85
2017-12-20,6960.96
2017-12-21,6965.36
2017-12-22,6959.96
2017-12-23,6959.96
2017-12-24,6959.96
2017-12-25,6959.96
2017-12-26,6936.25
2017-12-27,6939.34
2017-12-28,6950.16
2017-12-29,6903.39
2017-12-30,6903.39
2017-12-31,6903.39
2018-01-01,6903.39
2018-01-02,7006.9
2018-01-03,7065.53
2018-01-04,7077.91
2018-01-05,7136.56
2018-01-06,7136.56
2018-01-07,7136.56
2018-01-08,7157.39
2018-01-09,7163.58
2018-01-10,7153.57
2018-01-11,7211.78
2018-01-12,7261.06
2018-01-13,7261.06
2018-01-14,7261.06
2018-01-15,7261.06
2018-01-16,7223.69
2018-01-17,7298.28
2018-01-18,7296.05
2018-01-19,7336.38
2018-01-20,7336.38
2018-01-21,7336.38
2018-01-22,7408.03
2018-01-23,7460.29
2018-01-24,7415.06
2018-01-25,7411.16
2018-01-26,7505.77
2018-01-27,7505.77
2018-01-28,7505.77
2018-01-29,7466.51
2018-01-30,7402.48
2018-01-31,7411.48
2018-02-01,7385.86
2018-02-02,7240.95
2018-02-03,7240.95
2018-02-04,7240.95
2018-02-05,6967.53
2018-02-06,7115.88
2018-02-07,7051.98
2018-02-08,6777.16
2018-02-09,6874.49
2018-02-10,6874.49
2018-02-11,6874.49
2018-02-12,6981.96
2018-02-13,7013.51
2018-02-14,7143.62
2018-02-15,7256.43
2018-02-16,7239.47
2018-02-17,7239.47
2018-02-18,7239.47
2018-02-19,7239.47
2018-02-20,7234.31
2018-02-21,7218.23
2018-02-22,7210.09
2018-02-23,7337.39
2018-02-24,7337.39
2018-02-25,7337.39
2018-02-26,7421.46
2018-02-27,7330.35
2018-02-28,7273.01
2018-03-01,7180.56
2018-03-02,7257.87
2018-03-03,7257.87
2018-03-04,7257.87
2018-03-05,7330.7
2018-03-06,7372.01
2018-03-07,7396.65
2018-03-08,7427.95
2018-03-09,7560.81
2018-03-10,7560.81
2018-03-11,7560.81
2018-03-12,7588.32
2018-03-13,7511.01
2018-03-14,7496.81
2018-03-15,7481.74
2018-03-16,7481.99
2018-03-17,7481.99
2018-03-18,7481.99
2018-03-19,7344.24
2018-03-20,7364.3
2018-03-21,7345.29
2018-03-22,7166.68
2018-03-23,6992.67
2018-03-24,6992.67
2018-03-25,6992.67
2018-03-26,7220.54
2018-03-27,7008.81
2018-03-28,6949.23
2018-03-29,7063.44
2018-03-30,7063.44
2018-03-31,7063.44
2018-04-01,7063.44
2018-04-02,6870.12
2018-04-03,6941.28
2018-04-04,7042.105
2018-04-05,7076.551
2018-04-06,6915.109
2018-04-07,6915.109
2018-04-08,6915.109
2018-04-09,6950.344
2018-04-10,7094.301
2018-04-11,7069.027
2018-04-12,7140.246
2018-04-13,7106.648
2018-04-14,7106.648
2018-04-15,7106.648
2018-04-16,7156.285
2018-04-17,7281.098
2018-04-18,7295.234
2018-04-19,7238.055
2018-04-20,7146.125
2018-04-21,7146.125
2018-04-22,7146.125
2018-04-23,7128.602
2018-04-24,7007.352
2018-04-25,7003.738
2018-04-26,7118.676
2018-04-27,7119.801
2018-04-28,7119.801
2018-04-29,7119.801
2018-04-30,7066.266
2018-05-01,7130.703
2018-05-02,7100.898
2018-05-03,7088.152
2018-05-04,7209.617
2018-05-05,7209.617
2018-05-06,7209.617
2018-05-07,7265.211
2018-05-08,7266.902
2018-05-09,7339.906
2018-05-10,7404.977
2018-05-11,7402.883
2018-05-12,7402.883
2018-05-13,7402.883
2018-05-14,7411.316
2018-05-15,7351.629
2018-05-16,7398.297
2018-05-17,7382.473
2018-05-18,7354.34
2018-05-19,7354.34
2018-05-20,7354.34
2018-05-21,7394.035
2018-05-22,7378.457
2018-05-23,7425.957
2018-05-24,7424.43
2018-05-25,7433.855
2018-05-26,7433.855
2018-05-27,7433.855
2018-05-28,7433.855
2018-05-29,7396.594
2018-05-30,7462.453
2018-05-31,7442.117
2018-06-01,7554.332
2018-06-02,7554.332
2018-06-03,7554.332
2018-06-04,7606.461
2018-06-05,7637.863
2018-06-06,7689.242
2018-06-07,7635.07
2018-06-08,7645.512
2018-06-09,7645.512
2018-06-10,7645.512
2018-06-11,7659.926
2018-06-12,7703.793
2018-06-13,7695.699
2018-06-14,7761.043
2018-06-15,7746.379
2018-06-16,7746.379
2018-06-17,7746.379
2018-06-18,7747.023
2018-06-19,7725.586
2018-06-20,7781.516
2018-06-21,7712.953
2018-06-22,7692.816
2018-06-23,7692.816
2018-06-24,7692.816
2018-06-25,7532.008
2018-06-26,7561.625
2018-06-27,7445.086
2018-06-28,7503.684
2018-06-29,7510.305
2018-06-30,7510.305
2018-07-01,7510.305
2018-07-02,7567.688
2018-07-03,7502.672
2018-07-04,7502.672
2018-07-05,7586.426
2018-07-06,7688.387
2018-07-07,7688.387
2018-07-08,7688.387
2018-07-09,7756.203
2018-07-10,7759.199
2018-07-11,7716.613
2018-07-12,7823.914
2018-07-13,7825.977
2018-07-14,7825.977
2018-07-15,7825.977
2018-07-16,7805.719
2018-07-17,7855.117
2018-07-18,7854.445
2018-07-19,7825.297
2018-07-20,7820.199
2018-07-21,7820.199
2018-07-22,7820.199
2018-07-23,7841.871
2018-07-24,7840.766
2018-07-25,7932.238
2018-07-26,7852.184
2018-07-27,7737.418
2018-07-28,7737.418
2018-07-29,7737.418
2018-07-30,7630.004
2018-07-31,7671.789
2018-08-01,7707.285
2018-08-02,7802.684
2018-08-03,7812.01
2018-08-04,7812.01
2018-08-05,7812.01
2018-08-06,7859.68
2018-08-07,7883.66
2018-08-08,7888.33
2018-08-09,7891.78
2018-08-10,7839.11
2018-08-11,7839.11
2018-08-12,7839.11
2018-08-13,7819.71
2018-08-14,7870.89
2018-08-15,7774.12
2018-08-16,7806.52
2018-08-17,7816.33
2018-08-18,7816.33
2018-08-19,7816.33
2018-08-20,7821.01
2018-08-21,7859.17
2018-08-22,7889.1
2018-08-23,7878.46
2018-08-24,7945.98
2018-08-25,7945.98
2018-08-26,7945.98
2018-08-27,8017.9
2018-08-28,8030.04
2018-08-29,8109.69
2018-08-30,8088.36
2018-08-31,8109.54
2018-09-01,8109.54
2018-09-02,8109.54
2018-09-03,8109.54
2018-09-04,8091.25
2018-09-05,7995.17
2018-09-06,7922.73
2018-09-07,7902.54
2018-09-08,7902.54
2018-09-09,7902.54
2018-09-10,7924.16
2018-09-11,7972.47
2018-09-12,7954.23
2018-09-13,8013.71
2018-09-14,8010.04
2018-09-15,8010.04
2018-09-16,8010.04
2018-09-17,7895.79
2018-09-18,7956.11
2018-09-19,7950.04
2018-09-20,8028.23
2018-09-21,7986.96
2018-09-22,7986.96
2018-09-23,7986.96
2018-09-24,7993.25
2018-09-25,8007.47
2018-09-26,7990.37
2018-09-27,8041.97
2018-09-28,8046.35
2018-09-29,8046.35
2018-09-30,8046.35
2018-10-01,8037.3
2018-10-02,7999.55
2018-10-03,8025.09
2018-10-04,7879.51
2018-10-05,7788.45
2018-10-06,7788.45
2018-10-07,7788.45
2018-10-08,7735.95
2018-10-09,7738.02
2018-10-10,7422.05
2018-10-11,7329.06
2018-10-12,7496.89
2018-10-13,7496.89
2018-10-14,7496.89
2018-10-15,7430.74
2018-10-16,7645.49
2018-10-17,7642.7
2018-10-18,7485.14
2018-10-19,7449.03
2018-10-20,7449.03
2018-10-21,7449.03
2018-10-22,7468.63
2018-10-23,7437.54
2018-10-24,7108.4
2018-10-25,7318.34
2018-10-26,7167.21
2018-10-27,7167.21
2018-10-28,7167.21
2018-10-29,7050.29
2018-10-30,7161.65
2018-10-31,7305.9
2018-11-01,7434.06
2018-11-02,7356.99
2018-11-03,7356.99
2018-11-04,7356.99
2018-11-05,7328.85
2018-11-06,7375.96
2018-11-07,7570.75
2018-11-08,7530.88
2018-11-09,7406.9
2018-11-10,7406.9
2018-11-11,7406.9
2018-11-12,7200.87
2018-11-13,7200.87
2018-11-14,7136.39
2018-11-15,7259.03
2018-11-16,7247.87
2018-11-17,7247.87
2018-11-18,7247.87
2018-11-19,7028.48
2018-11-20,6908.82
2018-11-21,6972.25
2018-11-22,6972.25
2018-11-23,6938.98
2018-11-24,6938.98
2018-11-25,6938.98
2018-11-26,7081.85
2018-11-27,7082.7
2018-11-28,7291.59
2018-11-29,7273.08
2018-11-30,7330.54
2018-12-01,7330.54
2018-12-02,7330.54
2018-12-03,7441.51
2018-12-04,7158.43
2018-12-05,7158.43
2018-12-06,7188.26
2018-12-07,6969.25
2018-12-08,6969.25
2018-12-09,6969.25
2018-12-10,7020.52
2018-12-11,7031.83
2018-12-12,7098.31
2018-12-13,7070.33
2018-12-14,6910.66
2018-12-15,6910.66
2018-12-16,6910.66
2018-12-17,6753.73
2018-12-18,6783.91
2018-12-19,6636.83
2018-12-20,6528.41
2018-12-21,6332.99
2018-12-22,6332.99
2018-12-23,6332.99
2018-12-24,6192.92
2018-12-25,6192.92
2018-12-26,6554.36
2018-12-27,6579.49
2018-12-28,6584.52
2018-12-29,6584.52
2018-12-30,6584.52
2018-12-31,6635.28
2019-01-01,6635.28
2019-01-02,6665.94
2019-01-03,6463.5
2019-01-04,6738.86
2019-01-05,6738.86
2019-01-06,6738.86
2019-01-07,6823.47
2019-01-08,6897.0
2019-01-09,6957.08
2019-01-10,6986.07
2019-01-11,6971.48
2019-01-12,6971.48
2019-01-13,6971.48
2019-01-14,6905.92
2019-01-15,7023.83
2019-01-16,7034.69
2019-01-17,7084.46
2019-01-18,7157.23
2019-01-19,7157.23
2019-01-20,7157.23
2019-01-21,7157.23
2019-01-22,7020.36
2019-01-23,7025.77
2019-01-24,7073.46
2019-01-25,7164.86
2019-01-26,7164.86
2019-01-27,7164.86
2019-01-28,7085.68
2019-01-29,7028.29
2019-01-30,7183.08
2019-01-31,7281.74
2019-02-01,7263.87
2019-02-02,7263.87
2019-02-03,7263.87
2019-02-04,7347.54
2019-02-05,7402.08
2019-02-06,7375.28
2019-02-07,7288.35
2019-02-08,7298.2
2019-02-09,7298.2
2019-02-10,7298.2
2019-02-11,7307.9
2019-02-12,7414.62
2019-02-13,7420.38
2019-02-14,7426.95
2019-02-15,7472.41
2019-02-16,7472.41
2019-02-17,7472.41
2019-02-18,7472.41
2019-02-19,7486.77
2019-02-20,7489.07
2019-02-21,7459.71
2019-02-22,7527.54
2019-02-23,7527.54
2019-02-24,7527.54
2019-02-25,7554.46
2019-02-26,7549.3
2019-02-27,7554.51
2019-02-28,7532.53
2019-03-01,7595.35
2019-03-02,7595.35
2019-03-03,7595.35
2019-03-04,7577.57
2019-03-05,7576.36
2019-03-06,7505.92
2019-03-07,7421.46
2019-03-08,7408.14
2019-03-09,7408.14
2019-03-10,7408.14
2019-03-11,7558.06
2019-03-12,7591.03
2019-03-13,7643.41
2019-03-14,7630.91
2019-03-15,7688.53
2019-03-16,7688.53
2019-03-17,7688.53
2019-03-18,7714.48
2019-03-19,7723.95
2019-03-20,7728.97
2019-03-21,7838.96
2019-03-22,7642.67
2019-03-23,7642.67
2019-03-24,7642.67
2019-03-25,7637.54
2019-03-26,7691.52
2019-03-27,7643.38
2019-03-28,7669.17
2019-03-29,7729.32
2019-03-30,7729.32
2019-03-31,7729.32
2019-04-01,7828.91
2019-04-02,7848.69
2019-04-03,7895.55
2019-04-04,7891.78
2019-04-05,7938.69
2019-04-06,7938.69
2019-04-07,7938.69
2019-04-08,7953.88
2019-04-09,7909.28
2019-04-10,7964.24
2019-04-11,7947.36
2019-04-12,7984.16
2019-04-13,7984.16
2019-04-14,7984.16
2019-04-15,7976.01
2019-04-16,8000.23
2019-04-17,7996.08
2019-04-18,7998.06
2019-04-19,7998.063
2019-04-20,7998.063
2019-04-21,7998.063
2019-04-22,8015.27
2019-04-23,8120.82
2019-04-24,8102.01
2019-04-25,8118.68
2019-04-26,8146.4
2019-04-27,8146.4
2019-04-28,8146.4
2019-04-29,8161.85
2019-04-30,8095.39
2019-05-01,8049.64
2019-05-02,8036.77
2019-05-03,8164.0
2019-05-04,8164.0
2019-05-05,8164.0
2019-05-06,8123.29
2019-05-07,7963.76
2019-05-08,7943.32
2019-05-09,7910.59
2019-05-10,7916.94
2019-05-11,7916.94
2019-05-12,7916.94
2019-05-13,7647.02
2019-05-14,7734.49
2019-05-15,7822.15
2019-05-16,7898.05
2019-05-17,7816.28
2019-05-18,7816.28
2019-05-19,7816.28
2019-05-20,7702.38
2019-05-21,7785.72
2019-05-22,7750.84
2019-05-23,7628.28
2019-05-24,7637.01
2019-05-25,7637.01
2019-05-26,7637.01
2019-05-27,7637.01
2019-05-28,7607.35
2019-05-29,7547.31
2019-05-30,7567.72
2019-05-31,7453.15
2019-06-01,7453.15
2019-06-02,7453.15
2019-06-03,7333.02
2019-06-04,7527.12
2019-06-05,7575.48
2019-06-06,7615.55
2019-06-07,7742.1
2019-06-08,7742.1
2019-06-09,7742.1
2019-06-10,7823.17
2019-06-11,7822.57
2019-06-12,7792.72
2019-06-13,7837.13
2019-06-14,7796.66
2019-06-15,7796.66
2019-06-16,7796.66
2019-06-17,7845.02
2019-06-18,7953.88
2019-06-19,7987.32
2019-06-20,8051.34
2019-06-21,8031.71
2019-06-22,8031.71
2019-06-23,8031.71
2019-06-24,8005.7
2019-06-25,7884.72
2019-06-26,7909.97
2019-06-27,7967.76
2019-06-28,8006.24
2019-06-29,8006.24
2019-06-30,8006.24
2019-07-01,8091.16
2019-07-02,8109.09
2019-07-03,8170.23
2019-07-04,8170.23
2019-07-05,8161.79
2019-07-06,8161.79
2019-07-07,8161.79
2019-07-08,8098.38
2019-07-09,8141.73
2019-07-10,8202.53
2019-07-11,8196.04
2019-07-12,8244.14
2019-07-13,8244.14
2019-07-14,8244.14
2019-07-15,8258.19
2019-07-16,8222.8
2019-07-17,8185.21
2019-07-18,8207.24
2019-07-19,8146.49
2019-07-20,8146.49
2019-07-21,8146.49
2019-07-22,8204.14
2019-07-23,8251.4
2019-07-24,8321.5
2019-07-25,8238.54
2019-07-26,8330.21
2019-07-27,8330.21
2019-07-28,8330.21
2019-07-29,8293.33
2019-07-30,8273.61
2019-07-31,8175.42
2019-08-01,8111.12
2019-08-02,8004.07
2019-08-03,8004.07
2019-08-04,8004.07
2019-08-05,7726.04
2019-08-06,7833.27
2019-08-07,7862.83
2019-08-08,8039.16
2019-08-09,7959.14
2019-08-10,7959.14
2019-08-11,7959.14
2019-08-12,7863.41
2019-08-13,8016.36
2019-08-14,7773.94
2019-08-15,7766.62
2019-08-16,7895.99
2019-08-17,7895.99
2019-08-18,7895.99
2019-08-19,8002.81
2019-08-20,7948.56
2019-08-21,8020.21
2019-08-22,7991.39
2019-08-23,7751.77
2019-08-24,7751.77
2019-08-25,7751.77
2019-08-26,7853.74
2019-08-27,7826.95
2019-08-28,7856.88
2019-08-29,7973.39
2019-08-30,7962.88
2019-08-31,7962.88
2019-09-01,7962.88
2019-09-02,7962.88
2019-09-03,7874.16
2019-09-04,7976.88
2019-09-05,8116.83
2019-09-06,8103.07
2019-09-07,8103.07
2019-09-08,8103.07
2019-09-09,8087.44
2019-09-10,8084.16
2019-09-11,8169.68
2019-09-12,8194.47
2019-09-13,8176.71
2019-09-14,8176.71
2019-09-15,8176.71
2019-09-16,8153.54
2019-09-17,8186.02
2019-09-18,8177.39
2019-09-19,8182.88
2019-09-20,8117.67
2019-09-21,8117.67
2019-09-22,8117.67
2019-09-23,8112.46
2019-09-24,7993.63
2019-09-25,8077.38
2019-09-26,8030.66
2019-09-27,7939.63
2019-09-28,7939.63
2019-09-29,7939.63
2019-09-30,7999.34
2019-10-01,7908.68
2019-10-02,7785.25
2019-10-03,7872.26
2019-10-04,7982.47
2019-10-05,7982.47
2019-10-06,7982.47
2019-10-07,7956.29
2019-10-08,7823.78
2019-10-09,7903.74
2019-10-10,7950.78
2019-10-11,8057.04
2019-10-12,8057.04
2019-10-13,8057.04
2019-10-14,8048.65
2019-10-15,8148.71
2019-10-16,8124.18
2019-10-17,8156.85
2019-10-18,8089.54
2019-10-19,8089.54
2019-10-20,8089.54
2019-10-21,8162.99
2019-10-22,8104.3
2019-10-23,8119.79
2019-10-24,8185.8
2019-10-25,8243.12
2019-10-26,8243.12
2019-10-27,8243.12
2019-10-28,8325.99
2019-10-29,8276.85
2019-10-30,8303.98
2019-10-31,8292.36
2019-11-01,8386.4
2019-11-02,8386.4
2019-11-03,8386.4
2019-11-04,8433.2
2019-11-05,8434.68
2019-11-06,8410.63
2019-11-07,8434.52
2019-11-08,8475.31
2019-11-09,8475.31
2019-11-10,8475.31
2019-11-11,8464.28
2019-11-12,8486.09
2019-11-13,8482.1
2019-11-14,8479.02
2019-11-15,8540.83
2019-11-16,8540.83
2019-11-17,8540.83
2019-11-18,8549.94
2019-11-19,8570.66
2019-11-20,8526.73
2019-11-21,8506.21
2019-11-22,8519.88
2019-11-23,8519.88
2019-11-24,8519.88
2019-11-25,8632.49
2019-11-26,8647.93
2019-11-27,8705.18
2019-11-28,8705.18
2019-11-29,8665.47
2019-11-30,8665.47
2019-12-01,8665.47
2019-12-02,8567.99
2019-12-03,8520.64
2019-12-04,8566.67
2019-12-05,8570.7
2019-12-06,8656.53
2019-12-07,8656.53
2019-12-08,8656.53
2019-12-09,8621.83
2019-12-10,8616.18
2019-12-11,8654.05
2019-12-12,8717.32
2019-12-13,8734.88
2019-12-14,8734.88
2019-12-15,8734.88
2019-12-16,8814.23
2019-12-17,8823.36
2019-12-18,8827.73
2019-12-19,8887.22
2019-12-20,8924.96
2019-12-21,8924.96
2019-12-22,8924.96
2019-12-23,8945.65
2019-12-24,8952.88
2019-12-25,8952.88
2019-12-26,9022.39
2019-12-27,9006.62
2019-12-28,9006.62
2019-12-29,9006.62
2019-12-30,8945.99
2019-12-31,8972.6
2020-01-01,8972.6
2020-01-02,9092.19
2020-01-03,9020.77
2020-01-04,9020.77
2020-01-05,9020.77
2020-01-06,9071.46
2020-01-07,9068.58
2020-01-08,9129.24
2020-01-09,9203.43
2020-01-10,9178.86
2020-01-11,9178.86
2020-01-12,9178.86
2020-01-13,9273.93
2020-01-14,9251.33
2020-01-15,9258.7
2020-01-16,9357.13
2020-01-17,9388.94
2020-01-18,9388.94
2020-01-19,9388.94
2020-01-20,9388.94
2020-01-21,9370.81
2020-01-22,9383.77
2020-01-23,9402.48
2020-01-24,9314.91
2020-01-25,9314.91
2020-01-26,9314.91
2020-01-27,9139.31
2020-01-28,9269.68
2020-01-29,9275.16
2020-01-30,9298.93
2020-01-31,9150.94
2020-02-01,9150.94
2020-02-02,9150.94
2020-02-03,9273.4
2020-02-04,9467.97
2020-02-05,9508.68
2020-02-06,9572.15
2020-02-07,9520.51
2020-02-08,9520.51
2020-02-09,9520.51
2020-02-10,9628.39
2020-02-11,9638.94
2020-02-12,9725.96
2020-02-13,9711.97
2020-02-14,9731.18
2020-02-15,9731.18
2020-02-16,9731.18
2020-02-17,9731.18
2020-02-18,9732.74
2020-02-19,9817.18
2020-02-20,9750.96
2020-02-21,9576.59
2020-02-22,9576.59
2020-02-23,9576.59
2020-02-24,9221.28
2020-02-25,8965.61
2020-02-26,8980.77
2020-02-27,8566.48
2020-02-28,8567.37
2020-02-29,8567.37
2020-03-01,8567.37
2020-03-02,8952.16
2020-03-03,8684.09
2020-03-04,9018.09
2020-03-05,8738.6
2020-03-06,8575.62
2020-03-07,8575.62
2020-03-08,8575.62
2020-03-09,7950.68
